"household_key","zip5","length_of_residence","income","children","mosaic_household","mosaic_global_household","kcl_b_ind_mosaicsgrouping","new_mover_flag","motorcycle_indicator","sc_vehicle_manufacturer_name","sc_vehicle_model_name","target"
3642624,6426,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
12595803,2842,10,"250K+",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,HONDA,CR-V,0
942113,2886,0,"0",No,Generational Soup,Career and Family,Flourishing Families,N,Y,VOLVO,S80,1
10169950,2920,15,"100-149,999",No,Unknown,Unknown,Unknown,N,Y,SUBARU,OUTBACK,1
7431384,2893,15,"60-69,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,JAGUAR,X-TYPE,0
3834625,2888,1,"20-29,999",No,Unknown,Unknown,Unknown,N,N,TOYOTA,COROLLA,0
18125627,2917,0,"0",No,Unknown,Unknown,Unknown,N,N,SUBARU,FORESTER,0
2672123,2904,15,"50-59,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
3940990,2911,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,CR-V,0
19149964,2861,15,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,BUICK,ELECTRA,0
5043453,2864,0,"0",No,Unknown,Unknown,Unknown,N,N,TOYOTA,COROLLA,0
11871229,2889,8,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,S10,0
4144367,2878,15,"100-149,999",No,Unknown,Unknown,Unknown,N,N,MERCEDES-BENZ,C300,0
14667218,2865,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,VOLKSWAGEN,ODYSSEY,0
8903821,2889,11,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,SUBARU,LEGACY,0
5199521,2895,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
8574933,2893,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
3363035,2908,15,"50-59,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,1
12081364,2822,1,"40-49,999",Yes,Digital Dependents,Hard Working Blue Collar,Singles and Starters,Y,Y,SAAB,VOYAGER,0
24907537,2879,14,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,TOYOTA,VENZA,0
15378238,2916,10,"90-99,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,FORD,WINDSTAR,0
16580935,2885,0,"0",No,Couples with Clout,Bourgeois Prosperity,Power Elite,N,N,HONDA,ODYSSEY,0
11028940,2881,15,"90-99,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,FORD,FUSION,0
5443170,2837,15,"100-149,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
5184764,2816,12,"70-79,999",No,Unknown,Unknown,Unknown,N,N,TOYOTA,RAV4,0
15965684,2916,15,"100-149,999",Yes,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,JEEP,JIMMY,0
3352761,2893,21,"90-99,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
620664,2910,2,"10-19,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
7431384,2893,15,"60-69,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,SAAB,SABLE,0
2257956,2878,11,"150 - 174,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
93958654,2818,0,"0",No,Wired for Success,Sophisticated Singles,Significant Singles,N,Y,MAZDA,"6",0
4717661,2837,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,VOLVO,XC90,0
19404648,2830,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,JEEP,CHEROKEE,0
99383429,2886,7,"250K+",Yes,Unknown,Unknown,Unknown,N,N,MAZDA,"626",0
16409541,2861,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
13060874,2915,0,"0",No,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,N,MERCURY,SABLE,0
5961569,2888,0,"0",No,Unknown,Unknown,Unknown,N,Y,MERCEDES-BENZ,RAM 1500,0
6430847,2879,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
16061528,2813,10,"70-79,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
12460311,2895,15,"90-99,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,1
15248696,2861,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,Unknown,Unknown,0
8045801,2806,15,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
7431384,2893,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,NISSAN,QUEST,0
12646170,2915,10,"90-99,999",No,Unknown,Unknown,Unknown,N,N,FORD,TAURUS,1
8576160,2893,15,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
2506775,2886,0,"0",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
7317125,2889,15,"70-79,999",Yes,Sports Utility Families,Hard Working Blue Collar,Surburban Style,N,N,Unknown,Unknown,1
14641617,2885,15,"100-149,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
86065353,2864,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,HONDA,PILOT,1
63089260,2860,0,"0",No,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,N,Unknown,Unknown,0
3636813,6385,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5338047,2806,15,"150 - 174,999",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,HONDA,CIVIC,0
8744499,2893,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
19593345,2871,0,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
51435616,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
3354845,2893,9,"100-149,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,VOLVO,S40,1
506492,2886,0,"0",No,Unknown,Unknown,Unknown,Y,Y,VOLKSWAGEN,PRIUS,0
1180237,2886,0,"0",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,N,Unknown,Unknown,0
7035471,2893,9,"90-99,999",Yes,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,NISSAN,RANGER,0
19430228,2886,15,"100-149,999",No,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,Unknown,Unknown,0
4152850,2888,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
2453160,2911,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,FORD,TAURUS,1
5462806,2879,15,"90-99,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,LINCOLN,MKC,0
326010,2908,2,"100-149,999",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,PORSCHE,"914",0
2014745,2886,15,"70-79,999",No,Unknown,Unknown,Unknown,N,Y,FORD,FOCUS,1
592960,2886,0,"0",No,Unknown,Unknown,Unknown,N,N,SUBARU,FORESTER,0
11356874,2865,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
16856789,2906,15,"70-79,999",No,Colleges and Cafes,Metropolitan Strugglers,Singles and Starters,N,N,BUICK,CENTURY,0
17168355,2871,15,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,VOLKSWAGEN,JETTA,0
3923773,2904,8,"30-39,999",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,TOYOTA,COROLLA,0
7333329,2864,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5439289,2816,11,"90-99,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,CHEVROLET,BEL AIR,0
3934511,2908,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
754127,2886,12,"30-39,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
17866304,2917,14,"100-149,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,BUICK,LESABRE,0
11384252,2905,28,"20-29,999",No,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,N,CHEVROLET,EXPRESS 1500,0
11836157,2809,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
72277188,6340,0,"0",No,Unknown,Unknown,Unknown,N,Y,CHEVROLET,MALIBU,0
20250990,2886,12,"10-19,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
12009489,2840,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,0
7926251,2893,0,"0",No,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,N,Unknown,Unknown,0
3607048,2904,15,"100-149,999",No,Unknown,Unknown,Unknown,N,N,MAZDA,B2300,0
3021611,2865,15,"70-79,999",Yes,Unknown,Unknown,Unknown,N,N,TOYOTA,COROLLA,0
12169783,2816,0,"0",No,Unknown,Unknown,Unknown,N,N,BMW,"325I",0
16400959,2825,15,"90-99,999",Yes,Stockcars and State Parks,Routine Service Workers,Family Union,N,N,Unknown,Unknown,1
17120617,2940,8,"40-49,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,INFINITI,I35,0
656463,2852,10,"100-149,999",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,MERCURY,SABLE,0
4670646,2893,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,1
3928445,2904,15,"70-79,999",Yes,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,TOYOTA,CAMRY,0
7475050,2817,15,"90-99,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,KIA,SORENTO,0
106487,2885,7,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,SUBARU,OUTBACK,1
10283241,2840,13,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
11308649,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
583570,2874,15,"100-149,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
8457884,2817,9,"175 - 199,999",Yes,Picture Perfect Families,Career and Family,Power Elite,N,Y,NISSAN,ECONOLINE,0
4037848,2801,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
11310296,2920,15,"175 - 199,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
15576556,2861,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,PONTIAC,SUNFIRE,0
13527731,2882,0,"0",No,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,N,Unknown,Unknown,0
3606150,2904,12,"70-79,999",Yes,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,Y,N,Unknown,Unknown,1
37540938,2914,0,"60-69,999",No,Unknown,Unknown,Unknown,Y,N,Unknown,Unknown,0
19534137,2910,12,"60-69,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,CR-V,0
18502214,2886,4,"175 - 199,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,CAMRY,0
2357739,2904,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
65778015,2906,15,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
5321992,2914,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
506492,2886,0,"0",No,Unknown,Unknown,Unknown,Y,Y,MERCURY,GRAND MARQUIS,0
6604176,2860,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
9453680,2852,0,"100-149,999",No,Striving Single Scene,Metropolitan Strugglers,Singles and Starters,N,Y,TOYOTA,CAMRY,0
12317846,2920,9,"10-19,999",No,Unknown,Unknown,Unknown,N,Y,OLDSMOBILE,INTRIGUE,0
6342219,2864,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,HONDA,CIVIC,0
16540587,2916,15,"90-99,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,DODGE,GRAND CARAVAN,0
658014,2879,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1198509,2919,15,"20-29,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
7697558,2896,14,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
2914123,2893,2,"60-69,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,CAMRY,1
12425450,2818,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,1
15367697,2909,13,"70-79,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,Y,HYUNDAI,SONATA,0
10059553,2889,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,CAMRY,0
5829538,2914,13,"40-49,999",No,Unknown,Unknown,Unknown,N,N,JEEP,GRAND CHEROKEE,0
3189079,2889,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,Y,N,Unknown,Unknown,0
11261517,2840,11,"50-59,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
7867294,2920,10,"90-99,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,JEEP,GRAND CHEROKEE,0
15096965,2883,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,SAAB,"9/5/19 0:00",0
12272243,2865,0,"0",No,Unknown,Unknown,Unknown,N,N,CADILLAC,ESCALADE,0
99695958,2904,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,SUBARU,LEGACY,0
8578257,2893,13,"70-79,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
10193932,2809,15,"250K+",No,Unknown,Unknown,Unknown,N,N,MG,TF,0
14804673,2921,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,BUICK,REGAL,0
10850252,2860,0,"0",No,Unknown,Unknown,Unknown,N,N,BUICK,LESABRE,0
16540121,2916,9,"50-59,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
939149,2905,1,"90-99,999",No,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,Y,TOYOTA,YARIS,0
10085615,2920,0,"0",No,Mid-scale Medley,Hard Working Blue Collar,Cultural Connections,N,N,Unknown,Unknown,0
7577000,2879,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
40552848,2806,13,"250K+",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,PONTIAC,SUNFIRE,0
6914909,2809,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,JEEP,WRANGLER,0
20349783,2898,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
14964874,2921,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
7207976,2920,17,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,VOLKSWAGEN,PASSAT,1
5960943,2888,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,FORD,TAURUS,0
20008863,2891,15,"150 - 174,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,Y,FORD,FOCUS,0
14964874,2921,13,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,SUBARU,FORESTER,1
11384252,2905,28,"20-29,999",No,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,Y,TOYOTA,HIGHLANDER,0
18835412,2886,15,"30-39,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,FORD,ESCAPE,1
7310740,2806,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
8675026,2920,10,"70-79,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
872252,2919,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,CHEVROLET,IMPALA,0
12393840,2920,0,"0",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
18253327,2871,15,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
5527512,2806,15,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
13030778,2889,1,"30-39,999",Yes,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,HYUNDAI,ACCENT,1
94679898,2908,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
9069040,2889,15,"150 - 174,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,MAZDA,MX-5,0
4717661,2837,15,"100-149,999",No,Fast Track Couples,Career and Family,Promising Families,N,N,LEXUS,GX470,0
10418748,2860,11,"70-79,999",No,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,N,CHEVROLET,MALIBU,0
4231094,2888,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,Unknown,Unknown,0
40417613,2917,15,"150 - 174,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,NISSAN,FRONTIER,0
735924,2893,15,"90-99,999",Yes,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,Y,VOLKSWAGEN,TIGUAN,0
18502214,2886,4,"175 - 199,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
16590152,2891,15,"90-99,999",Yes,Babies and Bliss,Career and Family,Flourishing Families,N,Y,TOYOTA,VOYAGER,0
5199521,2895,15,"40-49,999",Yes,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,TOYOTA,AVALON,1
3305478,6239,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
5463209,2879,3,"100-149,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,Y,VOLVO,S70,0
7784086,2920,15,"30-39,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,Y,FORD,F-350,0
8962085,2842,6,"40-49,999",No,Unknown,Unknown,Unknown,N,Y,MERCEDES-BENZ,X5,0
3189476,2904,13,"90-99,999",Yes,Town Elders,Comfortable Retirement,Golden Year Guardians,N,Y,CHEVROLET,IMPALA,0
872350,2865,15,"175 - 199,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,Y,BUICK,PARK AVENUE,0
19679694,2886,15,"100-149,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,TOYOTA,TUNDRA,1
751405,2874,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
14279849,2906,11,"20-29,999",No,Striving Single Scene,Metropolitan Strugglers,Singles and Starters,N,N,Unknown,Unknown,0
5578637,2840,15,"10-19,999",Yes,Unknown,Unknown,Unknown,N,N,PONTIAC,G6,1
7389765,2806,15,"250K+",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,Y,Y,MERCURY,MILAN,0
18209835,2917,0,"0",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,TOYOTA,RAV4,1
4290022,2920,7,"20-29,999",Yes,Tough Times,Routine Service Workers,Thriving Boomers,Y,N,Unknown,Unknown,0
6161946,2806,25,"90-99,999",No,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
10810090,2920,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,1
7646586,2817,0,"0",No,Birkenstocks and Beemers,Routine Service Workers,Middle Class Melting Pot,N,N,NISSAN,FRONTIER,0
3938639,2919,15,"100-149,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,KIA,SORENTO,0
588637,2816,13,"100-149,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,HONDA,CR-V,0
37598495,2889,15,"100-149,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,Y,FORD,SEBRING,1
13720549,2915,15,"70-79,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,Y,CADILLAC,FLEETWOOD,1
13779189,2906,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1198509,2919,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,SUBARU,OUTBACK,0
15878435,2921,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,CHEVROLET,MALIBU,0
7356184,2864,15,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,CHEVROLET,MALIBU,0
7435426,2904,0,"0",No,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,N,Y,TOYOTA,COROLLA,0
3289994,2919,1,"10-19,999",Yes,Family Troopers,Routine Service Workers,Singles and Starters,N,N,CHEVROLET,IMPALA,1
3057519,2857,12,"100-149,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,MERCURY,SABLE,0
5337508,2806,15,"200 - 249,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,SATURN,SC1,1
3836081,2888,6,"100-149,999",Yes,Couples with Clout,Bourgeois Prosperity,Power Elite,N,Y,TOYOTA,COROLLA,0
95181849,6878,15,"90-99,999",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
1801378,2816,13,"70-79,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,Y,N,HYUNDAI,SONATA,0
15879613,2921,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,LINCOLN,MKZ,0
7784342,2920,8,"50-59,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,1
20272662,2910,7,"70-79,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,LEXUS,ES330,0
12276874,2882,0,"0",No,Unknown,Unknown,Unknown,N,N,BUICK,CENTURY,0
24959035,2860,0,"0",No,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,Unknown,Unknown,0
2045535,2911,13,"50-59,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,Y,HYUNDAI,TUCSON,1
8373054,2915,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,TOYOTA,CRUZE,0
756660,2886,16,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,SIENNA,0
15419088,2865,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
19034670,2917,13,"90-99,999",Yes,Colleges and Cafes,Metropolitan Strugglers,Singles and Starters,N,N,Unknown,Unknown,1
15801383,2916,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
8828841,2893,15,"40-49,999",Yes,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,FORD,FOCUS,1
456159,2919,15,"100-149,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,FORD,TAHOE,0
19329183,2861,15,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
17740640,2871,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,BUICK,LACROSSE,0
19093344,2896,15,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,SUBARU,LUMINA,0
11565726,2920,11,"60-69,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,Y,LINCOLN,TOWN CAR,1
409332,2863,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
12322799,2915,15,"30-39,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,NISSAN,ALTIMA,0
16313710,2813,1,"90-99,999",Yes,Couples with Clout,Bourgeois Prosperity,Power Elite,N,N,TOYOTA,MATRIX,0
20667678,2852,4,"10-19,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,Y,TOYOTA,VENZA,1
20576782,2816,15,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,MERCEDES-BENZ,C220,0
18913050,2886,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
12252181,2818,0,"0",No,Unknown,Unknown,Unknown,N,N,CADILLAC,CTS,0
2929094,2919,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
14883437,2921,15,"200 - 249,999",Yes,Generational Soup,Career and Family,Flourishing Families,N,N,SUBARU,OUTBACK,1
11379255,2905,0,"0",No,Unknown,Unknown,Unknown,N,Y,MERCURY,MUSTANG,0
9010815,2919,15,"100-149,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
18257240,2886,13,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,FORD,FIVE HUNDRED,0
16685914,2906,0,"0",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,N,Unknown,Unknown,0
15508691,2891,0,"0",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,Y,LINCOLN,MKZ,0
6129604,2904,13,"20-29,999",No,Mid-scale Medley,Hard Working Blue Collar,Cultural Connections,N,N,LAND ROVER,DISCOVERY,1
6610242,2864,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
4065901,2906,15,"60-69,999",No,Unknown,Unknown,Unknown,N,N,TOYOTA,CAMRY,0
16918480,2885,15,"100-149,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
20201704,2919,15,"90-99,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,MERCURY,SABLE,0
5238270,2911,15,"20-29,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,FORD,EXPLORER,1
6655661,2914,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,MERCURY,SABLE,1
16942429,2906,15,"250K+",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,ENCORE,1
37528514,2806,6,"100-149,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,MERCURY,GRAND MARQUIS,1
8163452,2813,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
10707974,2889,3,Under 10K,Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,TOYOTA,RSX,0
